  step,            time,            ax,            ay,            az,            bx,            by,            bz,            cx,            cy,            cz,             a,             b,             c
          112,  0.559990E+02,  0.207902E+02,  0.000000E+00,  0.000000E+00,  0.000000E+00,  0.207902E+02,  0.000000E+00,  0.000000E+00,  0.000000E+00,  0.207902E+02,  0.207902E+02,  0.207902E+02,  0.207902E+02
          113,  0.564990E+02,  0.207405E+02,  0.000000E+00,  0.000000E+00,  0.000000E+00,  0.207405E+02,  0.000000E+00,  0.000000E+00,  0.000000E+00,  0.207405E+02,  0.207405E+02,  0.207405E+02,  0.207405E+02
          114,  0.569990E+02,  0.207320E+02,  0.000000E+00,  0.000000E+00,  0.000000E+00,  0.207320E+02,  0.000000E+00,  0.000000E+00,  0.000000E+00,  0.207320E+02,  0.207320E+02,  0.207320E+02,  0.207320E+02
          115,  0.574990E+02,  0.207888E+02,  0.000000E+00,  0.000000E+00,  0.000000E+00,  0.207888E+02,  0.000000E+00,  0.000000E+00,  0.000000E+00,  0.207888E+02,  0.207888E+02,  0.207888E+02,  0.207888E+02
          116,  0.579990E+02,  0.207300E+02,  0.000000E+00,  0.000000E+00,  0.000000E+00,  0.207300E+02,  0.000000E+00,  0.000000E+00,  0.000000E+00,  0.207300E+02,  0.207300E+02,  0.207300E+02,  0.207300E+02
          117,  0.584990E+02,  0.206056E+02,  0.000000E+00,  0.000000E+00,  0.000000E+00,  0.206056E+02,  0.000000E+00,  0.000000E+00,  0.000000E+00,  0.206056E+02,  0.206056E+02,  0.206056E+02,  0.206056E+02
          118,  0.589990E+02,  0.205497E+02,  0.000000E+00,  0.000000E+00,  0.000000E+00,  0.205497E+02,  0.000000E+00,  0.000000E+00,  0.000000E+00,  0.205497E+02,  0.205497E+02,  0.205497E+02,  0.205497E+02
          119,  0.594990E+02,  0.205907E+02,  0.000000E+00,  0.000000E+00,  0.000000E+00,  0.205907E+02,  0.000000E+00,  0.000000E+00,  0.000000E+00,  0.205907E+02,  0.205907E+02,  0.205907E+02,  0.205907E+02
          120,  0.599990E+02,  0.207040E+02,  0.000000E+00,  0.000000E+00,  0.000000E+00,  0.207040E+02,  0.000000E+00,  0.000000E+00,  0.000000E+00,  0.207040E+02,  0.207040E+02,  0.207040E+02,  0.207040E+02
          121,  0.604990E+02,  0.207887E+02,  0.000000E+00,  0.000000E+00,  0.000000E+00,  0.207887E+02,  0.000000E+00,  0.000000E+00,  0.000000E+00,  0.207887E+02,  0.207887E+02,  0.207887E+02,  0.207887E+02
          122,  0.609990E+02,  0.207540E+02,  0.000000E+00,  0.000000E+00,  0.000000E+00,  0.207540E+02,  0.000000E+00,  0.000000E+00,  0.000000E+00,  0.207540E+02,  0.207540E+02,  0.207540E+02,  0.207540E+02
          123,  0.614990E+02,  0.208128E+02,  0.000000E+00,  0.000000E+00,  0.000000E+00,  0.208128E+02,  0.000000E+00,  0.000000E+00,  0.000000E+00,  0.208128E+02,  0.208128E+02,  0.208128E+02,  0.208128E+02
          124,  0.619990E+02,  0.208169E+02,  0.000000E+00,  0.000000E+00,  0.000000E+00,  0.208169E+02,  0.000000E+00,  0.000000E+00,  0.000000E+00,  0.208169E+02,  0.208169E+02,  0.208169E+02,  0.208169E+02
          125,  0.624990E+02,  0.207895E+02,  0.000000E+00,  0.000000E+00,  0.000000E+00,  0.207895E+02,  0.000000E+00,  0.000000E+00,  0.000000E+00,  0.207895E+02,  0.207895E+02,  0.207895E+02,  0.207895E+02
          126,  0.629990E+02,  0.208047E+02,  0.000000E+00,  0.000000E+00,  0.000000E+00,  0.208047E+02,  0.000000E+00,  0.000000E+00,  0.000000E+00,  0.208047E+02,  0.208047E+02,  0.208047E+02,  0.208047E+02
          127,  0.634990E+02,  0.207517E+02,  0.000000E+00,  0.000000E+00,  0.000000E+00,  0.207517E+02,  0.000000E+00,  0.000000E+00,  0.000000E+00,  0.207517E+02,  0.207517E+02,  0.207517E+02,  0.207517E+02
          128,  0.639990E+02,  0.206818E+02,  0.000000E+00,  0.000000E+00,  0.000000E+00,  0.206818E+02,  0.000000E+00,  0.000000E+00,  0.000000E+00,  0.206818E+02,  0.206818E+02,  0.206818E+02,  0.206818E+02
          129,  0.644990E+02,  0.209001E+02,  0.000000E+00,  0.000000E+00,  0.000000E+00,  0.209001E+02,  0.000000E+00,  0.000000E+00,  0.000000E+00,  0.209001E+02,  0.209001E+02,  0.209001E+02,  0.209001E+02
          130,  0.649990E+02,  0.208138E+02,  0.000000E+00,  0.000000E+00,  0.000000E+00,  0.208138E+02,  0.000000E+00,  0.000000E+00,  0.000000E+00,  0.208138E+02,  0.208138E+02,  0.208138E+02,  0.208138E+02
          131,  0.654990E+02,  0.207228E+02,  0.000000E+00,  0.000000E+00,  0.000000E+00,  0.207228E+02,  0.000000E+00,  0.000000E+00,  0.000000E+00,  0.207228E+02,  0.207228E+02,  0.207228E+02,  0.207228E+02
          132,  0.659990E+02,  0.207100E+02,  0.000000E+00,  0.000000E+00,  0.000000E+00,  0.207100E+02,  0.000000E+00,  0.000000E+00,  0.000000E+00,  0.207100E+02,  0.207100E+02,  0.207100E+02,  0.207100E+02
          133,  0.664990E+02,  0.208387E+02,  0.000000E+00,  0.000000E+00,  0.000000E+00,  0.208387E+02,  0.000000E+00,  0.000000E+00,  0.000000E+00,  0.208387E+02,  0.208387E+02,  0.208387E+02,  0.208387E+02
          134,  0.669990E+02,  0.207897E+02,  0.000000E+00,  0.000000E+00,  0.000000E+00,  0.207897E+02,  0.000000E+00,  0.000000E+00,  0.000000E+00,  0.207897E+02,  0.207897E+02,  0.207897E+02,  0.207897E+02
          135,  0.674990E+02,  0.209704E+02,  0.000000E+00,  0.000000E+00,  0.000000E+00,  0.209704E+02,  0.000000E+00,  0.000000E+00,  0.000000E+00,  0.209704E+02,  0.209704E+02,  0.209704E+02,  0.209704E+02
          136,  0.679990E+02,  0.208562E+02,  0.000000E+00,  0.000000E+00,  0.000000E+00,  0.208562E+02,  0.000000E+00,  0.000000E+00,  0.000000E+00,  0.208562E+02,  0.208562E+02,  0.208562E+02,  0.208562E+02
          137,  0.684990E+02,  0.208095E+02,  0.000000E+00,  0.000000E+00,  0.000000E+00,  0.208095E+02,  0.000000E+00,  0.000000E+00,  0.000000E+00,  0.208095E+02,  0.208095E+02,  0.208095E+02,  0.208095E+02
          138,  0.689990E+02,  0.208920E+02,  0.000000E+00,  0.000000E+00,  0.000000E+00,  0.208920E+02,  0.000000E+00,  0.000000E+00,  0.000000E+00,  0.208920E+02,  0.208920E+02,  0.208920E+02,  0.208920E+02
          139,  0.694990E+02,  0.207479E+02,  0.000000E+00,  0.000000E+00,  0.000000E+00,  0.207479E+02,  0.000000E+00,  0.000000E+00,  0.000000E+00,  0.207479E+02,  0.207479E+02,  0.207479E+02,  0.207479E+02
          140,  0.699990E+02,  0.209182E+02,  0.000000E+00,  0.000000E+00,  0.000000E+00,  0.209182E+02,  0.000000E+00,  0.000000E+00,  0.000000E+00,  0.209182E+02,  0.209182E+02,  0.209182E+02,  0.209182E+02
          141,  0.704990E+02,  0.210198E+02,  0.000000E+00,  0.000000E+00,  0.000000E+00,  0.210198E+02,  0.000000E+00,  0.000000E+00,  0.000000E+00,  0.210198E+02,  0.210198E+02,  0.210198E+02,  0.210198E+02
          142,  0.709990E+02,  0.208732E+02,  0.000000E+00,  0.000000E+00,  0.000000E+00,  0.208732E+02,  0.000000E+00,  0.000000E+00,  0.000000E+00,  0.208732E+02,  0.208732E+02,  0.208732E+02,  0.208732E+02
          143,  0.714990E+02,  0.208300E+02,  0.000000E+00,  0.000000E+00,  0.000000E+00,  0.208300E+02,  0.000000E+00,  0.000000E+00,  0.000000E+00,  0.208300E+02,  0.208300E+02,  0.208300E+02,  0.208300E+02
          144,  0.719990E+02,  0.208974E+02,  0.000000E+00,  0.000000E+00,  0.000000E+00,  0.208974E+02,  0.000000E+00,  0.000000E+00,  0.000000E+00,  0.208974E+02,  0.208974E+02,  0.208974E+02,  0.208974E+02
          145,  0.724990E+02,  0.207429E+02,  0.000000E+00,  0.000000E+00,  0.000000E+00,  0.207429E+02,  0.000000E+00,  0.000000E+00,  0.000000E+00,  0.207429E+02,  0.207429E+02,  0.207429E+02,  0.207429E+02
          146,  0.729990E+02,  0.208443E+02,  0.000000E+00,  0.000000E+00,  0.000000E+00,  0.208443E+02,  0.000000E+00,  0.000000E+00,  0.000000E+00,  0.208443E+02,  0.208443E+02,  0.208443E+02,  0.208443E+02
          147,  0.734990E+02,  0.208788E+02,  0.000000E+00,  0.000000E+00,  0.000000E+00,  0.208788E+02,  0.000000E+00,  0.000000E+00,  0.000000E+00,  0.208788E+02,  0.208788E+02,  0.208788E+02,  0.208788E+02
          148,  0.739990E+02,  0.208903E+02,  0.000000E+00,  0.000000E+00,  0.000000E+00,  0.208903E+02,  0.000000E+00,  0.000000E+00,  0.000000E+00,  0.208903E+02,  0.208903E+02,  0.208903E+02,  0.208903E+02
          149,  0.744990E+02,  0.208138E+02,  0.000000E+00,  0.000000E+00,  0.000000E+00,  0.208138E+02,  0.000000E+00,  0.000000E+00,  0.000000E+00,  0.208138E+02,  0.208138E+02,  0.208138E+02,  0.208138E+02
          150,  0.749990E+02,  0.208661E+02,  0.000000E+00,  0.000000E+00,  0.000000E+00,  0.208661E+02,  0.000000E+00,  0.000000E+00,  0.000000E+00,  0.208661E+02,  0.208661E+02,  0.208661E+02,  0.208661E+02
          151,  0.754990E+02,  0.208265E+02,  0.000000E+00,  0.000000E+00,  0.000000E+00,  0.208265E+02,  0.000000E+00,  0.000000E+00,  0.000000E+00,  0.208265E+02,  0.208265E+02,  0.208265E+02,  0.208265E+02
          152,  0.759990E+02,  0.207793E+02,  0.000000E+00,  0.000000E+00,  0.000000E+00,  0.207793E+02,  0.000000E+00,  0.000000E+00,  0.000000E+00,  0.207793E+02,  0.207793E+02,  0.207793E+02,  0.207793E+02
          153,  0.764990E+02,  0.207234E+02,  0.000000E+00,  0.000000E+00,  0.000000E+00,  0.207234E+02,  0.000000E+00,  0.000000E+00,  0.000000E+00,  0.207234E+02,  0.207234E+02,  0.207234E+02,  0.207234E+02
          154,  0.769990E+02,  0.208555E+02,  0.000000E+00,  0.000000E+00,  0.000000E+00,  0.208555E+02,  0.000000E+00,  0.000000E+00,  0.000000E+00,  0.208555E+02,  0.208555E+02,  0.208555E+02,  0.208555E+02
          155,  0.774990E+02,  0.207691E+02,  0.000000E+00,  0.000000E+00,  0.000000E+00,  0.207691E+02,  0.000000E+00,  0.000000E+00,  0.000000E+00,  0.207691E+02,  0.207691E+02,  0.207691E+02,  0.207691E+02
          156,  0.779990E+02,  0.207929E+02,  0.000000E+00,  0.000000E+00,  0.000000E+00,  0.207929E+02,  0.000000E+00,  0.000000E+00,  0.000000E+00,  0.207929E+02,  0.207929E+02,  0.207929E+02,  0.207929E+02
          157,  0.784990E+02,  0.208315E+02,  0.000000E+00,  0.000000E+00,  0.000000E+00,  0.208315E+02,  0.000000E+00,  0.000000E+00,  0.000000E+00,  0.208315E+02,  0.208315E+02,  0.208315E+02,  0.208315E+02
          158,  0.789990E+02,  0.208584E+02,  0.000000E+00,  0.000000E+00,  0.000000E+00,  0.208584E+02,  0.000000E+00,  0.000000E+00,  0.000000E+00,  0.208584E+02,  0.208584E+02,  0.208584E+02,  0.208584E+02
          159,  0.794990E+02,  0.209130E+02,  0.000000E+00,  0.000000E+00,  0.000000E+00,  0.209130E+02,  0.000000E+00,  0.000000E+00,  0.000000E+00,  0.209130E+02,  0.209130E+02,  0.209130E+02,  0.209130E+02
          160,  0.799990E+02,  0.208297E+02,  0.000000E+00,  0.000000E+00,  0.000000E+00,  0.208297E+02,  0.000000E+00,  0.000000E+00,  0.000000E+00,  0.208297E+02,  0.208297E+02,  0.208297E+02,  0.208297E+02
          161,  0.804990E+02,  0.208061E+02,  0.000000E+00,  0.000000E+00,  0.000000E+00,  0.208061E+02,  0.000000E+00,  0.000000E+00,  0.000000E+00,  0.208061E+02,  0.208061E+02,  0.208061E+02,  0.208061E+02
          162,  0.809990E+02,  0.210207E+02,  0.000000E+00,  0.000000E+00,  0.000000E+00,  0.210207E+02,  0.000000E+00,  0.000000E+00,  0.000000E+00,  0.210207E+02,  0.210207E+02,  0.210207E+02,  0.210207E+02
          163,  0.814990E+02,  0.209490E+02,  0.000000E+00,  0.000000E+00,  0.000000E+00,  0.209490E+02,  0.000000E+00,  0.000000E+00,  0.000000E+00,  0.209490E+02,  0.209490E+02,  0.209490E+02,  0.209490E+02
          164,  0.819990E+02,  0.208168E+02,  0.000000E+00,  0.000000E+00,  0.000000E+00,  0.208168E+02,  0.000000E+00,  0.000000E+00,  0.000000E+00,  0.208168E+02,  0.208168E+02,  0.208168E+02,  0.208168E+02
          165,  0.824990E+02,  0.208583E+02,  0.000000E+00,  0.000000E+00,  0.000000E+00,  0.208583E+02,  0.000000E+00,  0.000000E+00,  0.000000E+00,  0.208583E+02,  0.208583E+02,  0.208583E+02,  0.208583E+02
          166,  0.829990E+02,  0.209184E+02,  0.000000E+00,  0.000000E+00,  0.000000E+00,  0.209184E+02,  0.000000E+00,  0.000000E+00,  0.000000E+00,  0.209184E+02,  0.209184E+02,  0.209184E+02,  0.209184E+02
          167,  0.834990E+02,  0.208961E+02,  0.000000E+00,  0.000000E+00,  0.000000E+00,  0.208961E+02,  0.000000E+00,  0.000000E+00,  0.000000E+00,  0.208961E+02,  0.208961E+02,  0.208961E+02,  0.208961E+02
          168,  0.839990E+02,  0.209006E+02,  0.000000E+00,  0.000000E+00,  0.000000E+00,  0.209006E+02,  0.000000E+00,  0.000000E+00,  0.000000E+00,  0.209006E+02,  0.209006E+02,  0.209006E+02,  0.209006E+02
          169,  0.844990E+02,  0.207833E+02,  0.000000E+00,  0.000000E+00,  0.000000E+00,  0.207833E+02,  0.000000E+00,  0.000000E+00,  0.000000E+00,  0.207833E+02,  0.207833E+02,  0.207833E+02,  0.207833E+02
          170,  0.849990E+02,  0.208526E+02,  0.000000E+00,  0.000000E+00,  0.000000E+00,  0.208526E+02,  0.000000E+00,  0.000000E+00,  0.000000E+00,  0.208526E+02,  0.208526E+02,  0.208526E+02,  0.208526E+02
          171,  0.854990E+02,  0.208778E+02,  0.000000E+00,  0.000000E+00,  0.000000E+00,  0.208778E+02,  0.000000E+00,  0.000000E+00,  0.000000E+00,  0.208778E+02,  0.208778E+02,  0.208778E+02,  0.208778E+02
          172,  0.859990E+02,  0.209090E+02,  0.000000E+00,  0.000000E+00,  0.000000E+00,  0.209090E+02,  0.000000E+00,  0.000000E+00,  0.000000E+00,  0.209090E+02,  0.209090E+02,  0.209090E+02,  0.209090E+02
          173,  0.864990E+02,  0.209162E+02,  0.000000E+00,  0.000000E+00,  0.000000E+00,  0.209162E+02,  0.000000E+00,  0.000000E+00,  0.000000E+00,  0.209162E+02,  0.209162E+02,  0.209162E+02,  0.209162E+02
          174,  0.869990E+02,  0.207858E+02,  0.000000E+00,  0.000000E+00,  0.000000E+00,  0.207858E+02,  0.000000E+00,  0.000000E+00,  0.000000E+00,  0.207858E+02,  0.207858E+02,  0.207858E+02,  0.207858E+02
          175,  0.874990E+02,  0.207739E+02,  0.000000E+00,  0.000000E+00,  0.000000E+00,  0.207739E+02,  0.000000E+00,  0.000000E+00,  0.000000E+00,  0.207739E+02,  0.207739E+02,  0.207739E+02,  0.207739E+02
          176,  0.879990E+02,  0.208517E+02,  0.000000E+00,  0.000000E+00,  0.000000E+00,  0.208517E+02,  0.000000E+00,  0.000000E+00,  0.000000E+00,  0.208517E+02,  0.208517E+02,  0.208517E+02,  0.208517E+02
          177,  0.884990E+02,  0.208105E+02,  0.000000E+00,  0.000000E+00,  0.000000E+00,  0.208105E+02,  0.000000E+00,  0.000000E+00,  0.000000E+00,  0.208105E+02,  0.208105E+02,  0.208105E+02,  0.208105E+02
          178,  0.889990E+02,  0.207714E+02,  0.000000E+00,  0.000000E+00,  0.000000E+00,  0.207714E+02,  0.000000E+00,  0.000000E+00,  0.000000E+00,  0.207714E+02,  0.207714E+02,  0.207714E+02,  0.207714E+02
          179,  0.894990E+02,  0.208405E+02,  0.000000E+00,  0.000000E+00,  0.000000E+00,  0.208405E+02,  0.000000E+00,  0.000000E+00,  0.000000E+00,  0.208405E+02,  0.208405E+02,  0.208405E+02,  0.208405E+02
          180,  0.899990E+02,  0.208089E+02,  0.000000E+00,  0.000000E+00,  0.000000E+00,  0.208089E+02,  0.000000E+00,  0.000000E+00,  0.000000E+00,  0.208089E+02,  0.208089E+02,  0.208089E+02,  0.208089E+02
          181,  0.904990E+02,  0.209562E+02,  0.000000E+00,  0.000000E+00,  0.000000E+00,  0.209562E+02,  0.000000E+00,  0.000000E+00,  0.000000E+00,  0.209562E+02,  0.209562E+02,  0.209562E+02,  0.209562E+02
          182,  0.909990E+02,  0.209599E+02,  0.000000E+00,  0.000000E+00,  0.000000E+00,  0.209599E+02,  0.000000E+00,  0.000000E+00,  0.000000E+00,  0.209599E+02,  0.209599E+02,  0.209599E+02,  0.209599E+02
          183,  0.914990E+02,  0.208832E+02,  0.000000E+00,  0.000000E+00,  0.000000E+00,  0.208832E+02,  0.000000E+00,  0.000000E+00,  0.000000E+00,  0.208832E+02,  0.208832E+02,  0.208832E+02,  0.208832E+02
          184,  0.919990E+02,  0.208128E+02,  0.000000E+00,  0.000000E+00,  0.000000E+00,  0.208128E+02,  0.000000E+00,  0.000000E+00,  0.000000E+00,  0.208128E+02,  0.208128E+02,  0.208128E+02,  0.208128E+02
          185,  0.924990E+02,  0.209941E+02,  0.000000E+00,  0.000000E+00,  0.000000E+00,  0.209941E+02,  0.000000E+00,  0.000000E+00,  0.000000E+00,  0.209941E+02,  0.209941E+02,  0.209941E+02,  0.209941E+02
          186,  0.929990E+02,  0.210351E+02,  0.000000E+00,  0.000000E+00,  0.000000E+00,  0.210351E+02,  0.000000E+00,  0.000000E+00,  0.000000E+00,  0.210351E+02,  0.210351E+02,  0.210351E+02,  0.210351E+02
          187,  0.934990E+02,  0.208872E+02,  0.000000E+00,  0.000000E+00,  0.000000E+00,  0.208872E+02,  0.000000E+00,  0.000000E+00,  0.000000E+00,  0.208872E+02,  0.208872E+02,  0.208872E+02,  0.208872E+02
          188,  0.939990E+02,  0.208052E+02,  0.000000E+00,  0.000000E+00,  0.000000E+00,  0.208052E+02,  0.000000E+00,  0.000000E+00,  0.000000E+00,  0.208052E+02,  0.208052E+02,  0.208052E+02,  0.208052E+02
          189,  0.944990E+02,  0.209604E+02,  0.000000E+00,  0.000000E+00,  0.000000E+00,  0.209604E+02,  0.000000E+00,  0.000000E+00,  0.000000E+00,  0.209604E+02,  0.209604E+02,  0.209604E+02,  0.209604E+02
          190,  0.949990E+02,  0.208968E+02,  0.000000E+00,  0.000000E+00,  0.000000E+00,  0.208968E+02,  0.000000E+00,  0.000000E+00,  0.000000E+00,  0.208968E+02,  0.208968E+02,  0.208968E+02,  0.208968E+02
          191,  0.954990E+02,  0.207013E+02,  0.000000E+00,  0.000000E+00,  0.000000E+00,  0.207013E+02,  0.000000E+00,  0.000000E+00,  0.000000E+00,  0.207013E+02,  0.207013E+02,  0.207013E+02,  0.207013E+02
          192,  0.959990E+02,  0.209157E+02,  0.000000E+00,  0.000000E+00,  0.000000E+00,  0.209157E+02,  0.000000E+00,  0.000000E+00,  0.000000E+00,  0.209157E+02,  0.209157E+02,  0.209157E+02,  0.209157E+02
          193,  0.964990E+02,  0.207555E+02,  0.000000E+00,  0.000000E+00,  0.000000E+00,  0.207555E+02,  0.000000E+00,  0.000000E+00,  0.000000E+00,  0.207555E+02,  0.207555E+02,  0.207555E+02,  0.207555E+02
          194,  0.969990E+02,  0.208096E+02,  0.000000E+00,  0.000000E+00,  0.000000E+00,  0.208096E+02,  0.000000E+00,  0.000000E+00,  0.000000E+00,  0.208096E+02,  0.208096E+02,  0.208096E+02,  0.208096E+02
          195,  0.974990E+02,  0.208060E+02,  0.000000E+00,  0.000000E+00,  0.000000E+00,  0.208060E+02,  0.000000E+00,  0.000000E+00,  0.000000E+00,  0.208060E+02,  0.208060E+02,  0.208060E+02,  0.208060E+02
          196,  0.979990E+02,  0.208362E+02,  0.000000E+00,  0.000000E+00,  0.000000E+00,  0.208362E+02,  0.000000E+00,  0.000000E+00,  0.000000E+00,  0.208362E+02,  0.208362E+02,  0.208362E+02,  0.208362E+02
          197,  0.984990E+02,  0.207724E+02,  0.000000E+00,  0.000000E+00,  0.000000E+00,  0.207724E+02,  0.000000E+00,  0.000000E+00,  0.000000E+00,  0.207724E+02,  0.207724E+02,  0.207724E+02,  0.207724E+02
          198,  0.989990E+02,  0.208154E+02,  0.000000E+00,  0.000000E+00,  0.000000E+00,  0.208154E+02,  0.000000E+00,  0.000000E+00,  0.000000E+00,  0.208154E+02,  0.208154E+02,  0.208154E+02,  0.208154E+02
          199,  0.994990E+02,  0.208896E+02,  0.000000E+00,  0.000000E+00,  0.000000E+00,  0.208896E+02,  0.000000E+00,  0.000000E+00,  0.000000E+00,  0.208896E+02,  0.208896E+02,  0.208896E+02,  0.208896E+02
          200,  0.999990E+02,  0.208228E+02,  0.000000E+00,  0.000000E+00,  0.000000E+00,  0.208228E+02,  0.000000E+00,  0.000000E+00,  0.000000E+00,  0.208228E+02,  0.208228E+02,  0.208228E+02,  0.208228E+02
